strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
020700050903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700050904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700050905,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700050906,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700050907,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700051001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700051002,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700051003,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700051004,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700051005,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060106,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060605,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700060703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700070304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080704,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080803,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080905,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700081001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700081002,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700081003,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700081004,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700081005,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090506,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090507,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090804,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090805,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090806,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700090807,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100306,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100307,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100605,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100606,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100704,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100705,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100803,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100804,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700100805,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110106,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110205,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110206,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110207,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110505,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110804,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110805,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110806,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700110904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700111001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020405,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020407,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020408,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030405,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030604,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030801,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030802,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030803,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030804,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030901,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030902,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030903,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030904,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030905,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801030906,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031001,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031002,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031003,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801031105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040304,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040305,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040404,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040405,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040406,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040504,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040601,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040602,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040603,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040701,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040702,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040703,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040704,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801040705,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050101,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050102,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050103,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050104,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050105,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050201,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050202,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050203,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050204,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050205,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050301,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050302,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050303,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050401,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050402,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050403,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050501,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050502,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801050503,mWFDEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
