"Time","A50000005AC11021","9E0000005ABA0C21","DD0000005ACB4521","560000005AA80D21","780000005AA85D21","DD0000005AA28921","940000005ABB4A21","CE0000005AA96421","5A0000005AB21421","830000005AC22721","C40000005AAF6D21","9C0000005AB6B321","B00000005AA30421","DE0000005AC54D21","A40000005AA2A321","A50000005AB5E021","E20000005AC1F221","320000005AC08521","CB0000005ACE9521","690000005AB11821","4F0000005AB9CC21","9A0000005ACABE21","E80000005AA0A921","3D0000005A9E7821","420000005AA07B21","FE0000005A9D3321","F50000005ACC6F21","060000005AB08621","8A0000005ACD6921","AD0000005AB81921","340000005AB13D21","550000005AA05321","4C0000005AB5F621","950000005AB30721","E00000005AB51121","160000005AAF1021","DF0000005AAC0421","B00000005AC8FA21","970000005AC86321","6F0000005AC1B921","8D0000005AAEEF21","110000005AAC8B21","150000005AA8C921","9D0000005ABCCC21","560000005ACD6D21","E40000005AAA3921","520000005AA82B21","010000005AA5C221","6D0000005AAF2921","2B0000005AB27221","D30000005ABED521","A60000005ABE9521","6E0000005AA12121","CB0000005AB2AD21","BA0000005A9D4721","7A0000005AAB6521","C80000005AA19921","420000005AB6A421","F50000005AA79121","750000005A9F7F21","E30000005AA9A221","A20000005AD12921","FF0000005AB9D921","380000005ACC7621","C90000005A9E1921","CA0000005AB01A21","AF0000005AA99A21","190000005ACFF121","C70000005AA24E21","F10000005AAD4D21","6D0000005ABD9221","D10000005ABCF421","F60000005AAED621","070000005AAA7021","FB0000005ABD9B21","4C0000005AAE9C21","E80000005AC1AD21","0C0000005ACDF821","A90000005ACFE421*","610000005ABED321","F80000005AA77E21","EB0000005ABD0321","780000005AA3BE21","1D0000005ACCFC21","320000005AA5E521","1A0000005AA6AB21","220000005AD09421","C00000005AA2FE21","2C0000005A9D4E21","DD0000005AA0BB21","1C0000005AB61721","8C0000005ABB9E21","D40000005AC51221*","5F0000005ABE1B21","9A0000005AADEC21","D00000005AB81521","BF0000005ABAA021*","110000005ABB4D21*","8D0000005ACDD921","F90000005AC97821","4A0000005ACBC921","A50000005ABD2821","3D0000005AC62F21","F60000005ACFD221","AE0000005AA0CE21","490000005AC1A521","BD0000005AB88121","AB0000005AC8B821","420000005ACB8521","B30000005AB45421","B50000005AC85921","ED0000005AAAF021","4C0000005AB2B921","ED0000005AA8C221","970000005AA4D221","310000005AACA221","230000005ACE0621","4C0000005AC9CE21","990000005ABFC121","0E0000005AC37521","280000005ACEDC21","DA0000005AA65D21","F20000005AA63821","1A0000005AAC5121","980000005AB2F121","C10000005AA88121","6F0000005AC38B21","E20000005ABFF821","760000005ACE6F21","1C0000005AA1D121","090000005A9EEF21","FE0000005AC75621","5A0000005AB02621","F20000005AD0FA21","8A0000005AA4A521","830000005AC33E21","B90000005ACD4E21","4C0000005AD09621","8C0000005A9EE821","820000005ACC3C21","840000005AC5D821","DF0000005AA86021","820000005ABF8321","A30000005ACFBB21","D30000005AAF4521","DB0000005AB11E21","BB0000005AC2DA21","D50000005AC59721","080000005ABA0521","200000005AC11721","D50000005AA2C521","350000005AA76721","FC0000005AAE8921","3B0000005AB68E21","930000005AAF1721","980000005AAFCD21","670000005AD06521","C30000005ACABD21","240000005AB6EA21","A60000005AC6C921","DC0000005ACFA421","6F0000005AD13021","240000005ABE2221","4B0000005AAD0721","120000005AA96021","2C0000005ABD4521","0E0000005AB69C21","640000005ACCD621","880000005A9CFC21","340000005ABBC721","360000005AB20521","DC0000005AAC9221","470000005AA79721","940000005AA02021","0F0000005AC79421","C10000005ACAAE21","090000005AA6A521","F10000005AA6AE21","360000005ABFB021","530000005AA8AE21","EB0000005AB28421","8D0000005AA24321","910000005AAD3621","A10000005AA20021","B60000005AAF9D21","B70000005AA94E21","AE0000005AAC6221","800000005AB10E21","D40000005A9D4521","220000005AC56021","990000005AC2E021","510000005AA07521","DF0000005ACB5621","E70000005AB90D21","180000005AA59321","A90000005AB3DC21*","000000005AA8F221","1C0000005AC3FE21","4A0000005AB7F121"
2024-03-12 12:30:00,29,24,25.5,21.5,21,22.5,21.5,21.5,25,23,25,30.5,21.5,21.5,23.5,26.5,24.5,28,21.5,26,30.5,27.5,20,21.5,24,28.5,25.5,27.5,28,23.5,22.5,23,27.5,24,24,27,22,21.5,21.5,26.5,21,23.5,23.5,23.5,21.5,20.5,27.5,27.5,22.5,21,24.5,24,21.5,20,19.5,23,27.5,21.5,21,26,24,24,23,24.5,21,20.5,23.5,21,21.5,26,21.5,26.5,24,21.5,24.5,22,22.5,25,22,22,23.5,19,18.5,28,23.5,19.5,20.5,27.5,22,18.5,18,25,23.5,26,26,22,21.5,27.5,22,23.5,25.5,25,29.5,22,20,20,24,20.5,23,20,19.5,18.5,18.5,27.5,28.5,22.5,21,24,20.5,24,25.5,30.5,25,19.5,20.5,20,19.5,25.5,21.5,25,21,22,25.5,19.5,22,22.5,21,27,21.5,19,16.5,20.5,19,20.5,25,22.5,25,26,31,21.5,21.5,25,22.5,21,20,27,29,21.5,25,26.5,26,22,24.5,23,27,20,22,24,27,20.5,18.5,26,24,18,19.5,26,20,21,20.5,24.5,28.5,30.5,30.5,23,24.5,20,21.5,26,23.5,20.5,19.5,19.5,19.5,23,26,25.5,22.5,21.5,21.5
2024-03-12 12:35:00,31,24,25,21.5,21,24,21.5,21.5,25.5,23.5,21.5,27.5,21.5,21.5,24,27.5,24.5,27,21,25,30.5,27,20,20.5,23,28,22,25,26.5,22,23.5,23.5,29.5,26,21.5,25.5,22,21.5,21.5,26,21,23,23,25.5,22,21,25,27.5,22.5,20.5,23.5,27,24.5,20,20,22.5,27,21.5,21.5,27,24.5,26.5,27.5,23.5,20.5,22,23.5,24.5,22,25,22.5,26.5,23.5,21,25,24,24.5,25,22.5,23,25,20.5,19.5,28.5,23.5,19.5,20,27.5,22.5,18,18,24.5,21,26,25,21.5,22,27,22.5,24,25.5,24,29.5,22,21,20.5,22.5,20,23,20,19,18,18.5,24,27.5,23,25,22.5,20.5,22,26,30,25,20.5,20,19.5,19,24,21.5,24,22,23.5,26,19.5,21,23.5,21.5,26.5,21,18.5,17,20,19,20,24.5,23,26,27,31,21.5,21.5,25,22,21,20,30,32.5,23,24,26.5,28,22,24,22,26,20,22,24,26.5,20,18.5,26,22,19,20,25,20,21,21.5,24,27.5,28,30,24,24,21.5,23,25,22.5,20.5,20.5,19.5,20,26,25.5,26,22.5,21.5,21.5
2024-03-12 12:40:00,30.5,23,25,22,21,25,21.5,21.5,25.5,23.5,20,24.5,21.5,21.5,22.5,28,22.5,25.5,20.5,24,30,26.5,20.5,20.5,24,28,22,23,24.5,21.5,24,24.5,27.5,28,21,24,22,21.5,21.5,25,21.5,22.5,24,27,20.5,21,23,25.5,21.5,22.5,23.5,29.5,28,20.5,20.5,22,26.5,22.5,21.5,28,24.5,28.5,29,23,20.5,22,24,25,23,24.5,21.5,26,23,20.5,24,23.5,26,25,20.5,22,25.5,21,20.5,28.5,23,19,19.5,27,21.5,18,17.5,24,21,25.5,23.5,21.5,22,27.5,23,22.5,25.5,27,31,23.5,23,21.5,23,20,23,19.5,18.5,17.5,18.5,21.5,25,23,23.5,22.5,20.5,20.5,24.5,29,24,20.5,21,19.5,19,23,23,24,21.5,23,26,20.5,20.5,23.5,21,25,20,19,18,19.5,18.5,19,23.5,23.5,26,28,32.5,21.5,21.5,24,21,20.5,20,27,32.5,23,24,27.5,30.5,22.5,24,22.5,25,20.5,21.5,24.5,27,21,19.5,24.5,21,19.5,21,26.5,23,21.5,22,23.5,26.5,28,29,25.5,25.5,21,24,23.5,21.5,21,20,21.5,20.5,24.5,26.5,27,24,21.5,21.5
2024-03-12 12:45:00,29,23,25,22.5,21,25.5,22,21.5,26,23.5,19,22.5,22,22,23,27,20,24,20.5,23.5,29,26,22,20,23,28,28,24,23.5,21,25.5,25.5,23,26.5,20.5,23.5,22,21.5,20.5,23.5,22,23.5,24,24,20.5,20,22,23.5,21,23.5,24,30.5,29.5,21,20.5,21,24.5,23,21.5,27.5,24,29.5,29,23,21.5,23,24.5,25,23.5,24.5,22,25,22.5,21,23.5,23.5,26.5,23,20.5,22,25.5,20.5,21,27,22,18.5,19,26.5,22.5,18.5,17.5,23,22.5,25,24.5,20,21.5,27.5,23,21,24.5,28,34,24.5,23.5,21.5,23.5,19.5,22.5,19.5,20,17.5,18,21.5,24,23,23.5,23.5,21,23,24,29,26,21,21,19,19,23.5,24.5,23,21.5,22.5,25.5,22,21.5,24,21.5,24,19.5,19.5,18.5,19,18.5,19.5,23.5,24.5,27,28.5,34,22,22,24,22,20.5,21,25,30.5,24,24,27,31,23,24.5,23,25,21.5,22.5,22.5,26,22,20.5,23,20.5,19.5,21.5,30,26.5,23.5,23.5,23.5,27,29,29,25,26.5,21,24.5,24,23.5,21,20,27.5,24,24.5,26,28.5,25.5,21.5,21.5
2024-03-12 12:50:00,28.5,22.5,25.5,22.5,20,25,22,22,25.5,22,18.5,21,22,22,23,27,20,22.5,21,23.5,28,24.5,23.5,21,21.5,28,28.5,26,23.5,22.5,25,27,21,24,21.5,23.5,22.5,21.5,20.5,22.5,21,23,23,22.5,22,20.5,22.5,22.5,21,23.5,25.5,28,23,20.5,20,22,24,24,21.5,25.5,21.5,30,27.5,24,22.5,22.5,25.5,25,24,25.5,23.5,24.5,22.5,21.5,24,22.5,26,23,21,23,26,20.5,21,26.5,22.5,19.5,19.5,27,22,18.5,17.5,23,25,25.5,26.5,20,21,26.5,21.5,20.5,23,26.5,34,25,22,20.5,23.5,20,22,20.5,22.5,17.5,18,22,24,24.5,25,24.5,21.5,23,25,29,24.5,20,21,19,18.5,24.5,22,23.5,21.5,21.5,24,22.5,24,24,21,23,19,20,18,19,19,19.5,23.5,24,28,24,31.5,22,22,24.5,22,21,21.5,23,28,24.5,25,27,31,22.5,25,23,25.5,21,23,23,25.5,23.5,20.5,22,21,20.5,23,33,26.5,24,23,23,26.5,28,29,24,26,20.5,23.5,26,25,21.5,20.5,30.5,24,22.5,25.5,26,21,22,21.5
2024-03-12 12:55:00,29,24,26,22,20.5,23,22,22,24.5,22.5,19,22,22,22,24.5,27,20,21.5,21,23.5,27.5,26,26,22,23,27,28,26.5,24,22,26,27.5,25.5,23,23,24,22.5,22,22,24,21,22,23.5,25.5,23.5,21.5,22,22,21.5,21.5,26,26,23.5,20,20,22,24,23.5,21,23,21,27.5,25,25,23.5,23,25.5,22.5,23.5,27,25,24.5,23,22,24,22.5,25,23,21.5,23,26.5,20,21,25.5,22,19.5,19.5,26.5,22,17.5,17.5,24,24.5,25.5,24.5,20,20.5,24.5,20.5,21,22,26.5,32.5,24,21,20.5,22.5,20,21.5,21.5,23,18,18,22,24,25,23,25,21.5,25,26,28,23.5,23,21,19,18.5,24,25,23.5,22,23.5,25,22.5,25,23,20,23,19,19.5,18,19,19,20,23.5,22.5,27.5,23,28,22,22,23.5,21,21.5,21,22.5,26,25.5,26.5,27,31.5,23,24.5,24,25.5,19.5,22,26.5,25.5,23.5,20.5,22,22,20.5,23.5,35,29,24,22.5,23.5,27,29,28,24,25.5,21.5,24.5,26,24,22,21.5,32.5,25.5,23,24.5,24,21,22,22
2024-03-12 13:00:00,30,24.5,24.5,21.5,20.5,22.5,22,22,24,21.5,22,25,22,22,25,28,24,21.5,21,24,28,26,29.5,24.5,22.5,27.5,29,26.5,23,22,24.5,27.5,30,25,23.5,25.5,22.5,22,23,25,20.5,21.5,24,26,24.5,23,22,21.5,21.5,20.5,24.5,26,25.5,19.5,19.5,23,24.5,23,21.5,22,21.5,25,22.5,26.5,23.5,22,25.5,21.5,22.5,28.5,25,24.5,23,21,24,22.5,25,23,20.5,23,27,20.5,21,25,22,19.5,19.5,25.5,22.5,18.5,17.5,25.5,22.5,24.5,23.5,19.5,20,23,20.5,23,22,25.5,32,24,23,20,22,20,21,21.5,22,17.5,18,21,23.5,24.5,25,24.5,21,28,29,27,23,22.5,22,19,18.5,26,24.5,23.5,21.5,23,25.5,21.5,25.5,22,19.5,21.5,18,20,18,19,19,20,24,23,26.5,24,27.5,22,22,22.5,20,21.5,21,22,25.5,23.5,27.5,26,30.5,23.5,25,25,27,20,21,25.5,27,23,20,22,21.5,20,23,37,31.5,24,23,25.5,28.5,31.5,29.5,24,25,21,24.5,26,23,23,22,32,24.5,21.5,23.5,24,21,22,22
2024-03-12 13:05:00,30.5,24,23.5,21.5,20,23,22.5,22,23,20.5,24,28,22.5,22.5,24.5,29,22.5,23,20.5,24,27.5,24.5,28,26.5,23.5,27.5,28,27,24.5,24.5,23,27,27,27,23,26,23,22,24,27.5,20.5,20.5,24.5,24.5,22.5,23.5,22,21.5,21,22,23.5,26,23.5,19,19.5,23,25.5,23,21,22.5,22,24,22,28,24,22.5,26,24,22.5,29.5,25.5,25,22,21,23.5,22,24,22.5,20,23,27,21,21,25,22,19,19.5,26.5,22,18,17.5,25,22.5,24.5,23,19,19.5,22,20.5,23.5,24,24,30.5,25,22.5,20,22,20,21,21.5,22,17.5,18,20.5,23,25.5,26.5,24.5,21.5,27.5,30.5,26,24.5,20.5,22.5,19,19,26.5,24,23.5,22.5,27,28,22,25,22,20.5,20.5,17.5,21,19,19,19.5,21,25,22.5,26.5,25,28.5,22.5,22.5,21.5,20.5,21.5,20.5,21,24,21.5,26.5,25,30,23.5,25,22.5,27,20.5,20.5,27.5,28.5,22.5,20,22.5,22,20,23,37,29,24,22,26.5,30,29,31,25,25,21.5,24,27,24.5,23.5,21,32,25,21.5,22.5,25.5,23,22.5,22
2024-03-12 13:10:00,30,23.5,23,21,20,22.5,22.5,22.5,21.5,19.5,24,29,22.5,22.5,23.5,29,23,23,19.5,22.5,25.5,22,27,26.5,21,26.5,28.5,27.5,27,25,23,25,26.5,26.5,23,26,23,22.5,24,28.5,20.5,20.5,23.5,24.5,20.5,22.5,22,21.5,21.5,22,23,24.5,21.5,19,20,23,25.5,22.5,21,23.5,23,26,26,27.5,23,20.5,24.5,25,23,30,25.5,24,21.5,22,23.5,21.5,24,21.5,19,22,26.5,20.5,21.5,24,21,19,19,25.5,21.5,18,17.5,24,21,24,21,19,19,21.5,21,23.5,24.5,22,28,24.5,22,19.5,21.5,20,21.5,21.5,22,18,18,20.5,22.5,25.5,28,24.5,21,29.5,32.5,26.5,26,19.5,21.5,19,18.5,26,23.5,23,21.5,25.5,29.5,21.5,24.5,22.5,20.5,21,18.5,21.5,18.5,19,19.5,21,25.5,21.5,25.5,23.5,28,22.5,22.5,21.5,21,21,20.5,25,26,21,24.5,22.5,28.5,22.5,25.5,22,26,20.5,21,26,28.5,22.5,20,23,22,19,21.5,35.5,29,22.5,21,25.5,30,27,30,24.5,26,23.5,26.5,27.5,23,23,20,31.5,24.5,26,23.5,25,21.5,22.5,22
2024-03-12 13:15:00,29.5,23,23,21.5,20,22,22.5,22.5,20,19.5,24.5,29.5,22.5,22.5,25,29,23.5,23.5,20.5,22,23.5,20.5,26.5,26,20.5,24.5,26,26.5,28.5,25.5,25,25,23.5,25.5,23.5,27,23,22.5,24,29,21,21,23.5,24,20.5,22,21.5,22,21.5,23,24,23.5,22,19.5,20.5,23.5,26.5,23.5,21.5,25,24,29.5,29.5,27,23.5,20.5,23,23.5,23.5,31.5,27,23.5,22,23,25,21.5,24,21,19,21,25,20,21.5,22.5,20.5,19.5,19,24.5,21.5,17.5,17.5,23.5,20.5,22.5,20,18.5,18.5,22,20.5,24.5,25,20.5,25,24.5,22.5,19,21,20,21.5,21.5,21.5,17.5,18,22,23,23.5,22,24.5,22.5,25.5,31.5,29,27.5,19.5,20.5,19,19,25,23.5,23.5,23,24,28,21.5,24.5,24,22,21.5,19,23,19.5,19.5,19.5,21,26,21,24,23,27,22.5,22.5,22,20.5,21,20.5,27,30,23,23,20,25.5,22.5,25,22,24.5,20,21,26.5,28.5,22.5,20,23.5,22,19.5,21.5,36,30,22.5,21.5,24.5,29,22.5,27,23.5,26,24,28.5,26.5,23,22.5,20.5,29.5,24,28,26,25,23,22.5,22.5
2024-03-12 13:20:00,27.5,21.5,23.5,22,20,21,23,22.5,19.5,19.5,23.5,28.5,22.5,23,26.5,29.5,24,24,21.5,22.5,23,22,26,25.5,21,23,28.5,26,29.5,25,27,26,22,23.5,23,27,23,22.5,24,29.5,21,21.5,23,24.5,20,21.5,22,23,21.5,22,24,22.5,21,19,20,22.5,26.5,23,21,25.5,24,30.5,29,26,22,21,23,21.5,23,32,26,23.5,22,24,26.5,21,23,20,18.5,20,23.5,20,21.5,22,20.5,19.5,19,24,21.5,17.5,17.5,22.5,21,22,22,19,18.5,22,21,24.5,26,20,23,24,22,20,21,20,21,21,20.5,17.5,18.5,22,24,22,20,26,22.5,23.5,28,30.5,27,21,20.5,19,18.5,25.5,24.5,23.5,22,22,26,22,25,25,23,22,19.5,23,18.5,19.5,19.5,21,26,20.5,22.5,22.5,26,23,23,21.5,20,21,20.5,25.5,30,24.5,24,19,23.5,22.5,25,21.5,24,20,21,27.5,28,23.5,21,23,21,19,21,35,28,21.5,21,24.5,28.5,21,24.5,23,25.5,22.5,28,25.5,23,22,20.5,27,22,27.5,27,25,22,22.5,22.5
2024-03-12 13:25:00,26,21,24,21.5,20.5,21.5,23,23,19,18.5,21,26,23,23,24,29.5,20.5,24,22.5,23.5,23,22,25,25,21,23,27,26.5,28.5,23.5,25.5,27,22,22.5,22,27,23.5,22.5,22,28.5,21.5,21.5,22.5,22,19.5,20,22.5,23.5,21.5,22,24,23,24.5,19,20,22,25.5,22.5,21,26.5,25,28.5,24.5,25,21,21,22.5,21,22,31,24.5,23.5,21.5,23.5,26.5,21,22.5,19.5,19,20,21.5,20,21,21.5,20,19,19,25,22,18,17.5,21.5,21.5,23.5,24,20,18.5,22,20.5,24,26.5,20,22,23.5,21.5,19.5,21,20.5,21.5,21,20,18,18.5,23,25,21,19,25.5,21.5,21.5,26.5,31,27,23,20.5,19,18.5,27,28,23,21.5,24,26.5,21,24,24.5,20.5,22.5,20,22,18,19.5,19,20.5,26,20.5,22,23,26,23,23,21,20,21,21,23,27.5,22.5,25,19,22,22.5,24.5,23,23.5,19.5,20.5,28,28,24,20.5,22.5,21,18.5,20.5,33.5,26.5,21.5,22,21.5,26.5,25,24,21.5,24,20.5,25.5,24,22,22,21,24,20.5,26.5,27.5,25,22.5,23,22.5
2024-03-12 13:30:00,23.5,20,23,21.5,21,22.5,23,23,18.5,19.5,20.5,24.5,23,23,24,28,19.5,22.5,23.5,25,23.5,23,25.5,26,22,23,29.5,27.5,27,22,27,27.5,26.5,23,21.5,25.5,23.5,23,22.5,27,21.5,22,22,21,20,19.5,23.5,24,22,22,24,25,25,19,20,21.5,24.5,23.5,22,28,26,26,23,23.5,20.5,21.5,23,21,21,29,23,23,21,24,27,21,22.5,20,19.5,20.5,21.5,19.5,21,21.5,21,19,19,24.5,21.5,18,17.5,22,22.5,25,25,20.5,19.5,22,21,24,26.5,20.5,21.5,24,23,19.5,20.5,21,21.5,20.5,19.5,17.5,18.5,24,26.5,20.5,19,26,22.5,20.5,24,32,28,21,21.5,19,18.5,30,25.5,22.5,21.5,23.5,26,22,24.5,22.5,20,23.5,21,22,18,19,19,21,26,20.5,21.5,23.5,26.5,23,23,21,20,21.5,21,24,27.5,21.5,24,19,21,22.5,25,23.5,24.5,20.5,20.5,24.5,28,23.5,20,22.5,23.5,18,20,32,24,22.5,22,20.5,23.5,27.5,26.5,21,22.5,20,23,23.5,23,22.5,21,21.5,20,22.5,27,27,24.5,23,23
2024-03-12 13:35:00,23,20.5,23.5,21.5,21.5,23.5,23.5,23.5,19.5,20.5,21.5,24.5,23.5,23.5,22,26.5,19,21.5,22.5,25.5,24,24,24.5,26,21.5,23.5,30,28,24.5,20.5,26.5,27.5,28,24.5,21,25,23.5,23.5,23,26.5,21.5,22,21,20,21,19.5,24,24.5,22,21.5,24,25,23,18.5,20,21,23,24.5,22,29,26.5,25.5,23.5,22.5,20.5,21.5,23.5,21,21,27,22.5,22.5,21.5,23.5,27,21,22,20,19.5,20.5,21.5,20,21,23,21.5,19,19,25,22,18,17.5,22,23,25,24,20,20,22,20.5,23.5,26,23,24,24.5,22.5,20,21,20.5,22,20.5,19,17.5,18.5,23,27,20,19.5,26.5,22,21.5,22.5,31,23.5,22,21.5,19,18.5,28.5,24.5,23,22,25,27,20.5,24,21.5,20,24.5,22,21.5,18,19,19,20,25.5,21,21.5,25,28,23.5,23.5,20.5,20,21,20.5,25.5,28.5,23.5,23.5,19,20.5,23.5,25,24,24.5,21,21,23.5,26.5,23,20.5,24,23,17.5,19,29,22.5,22,22.5,20,22.5,23,26.5,21,21.5,20.5,22.5,24,23,22.5,20.5,21,20,20.5,24.5,28,23.5,23.5,23.5
2024-03-12 13:40:00,22.5,20.5,23,21,20.5,23.5,23.5,23,20.5,21.5,21.5,24.5,24,23.5,22.5,25.5,19,20.5,21,25,24.5,23.5,23.5,25,22,23.5,30.5,29,22.5,20.5,22.5,26.5,30.5,26.5,21,24,23.5,23.5,23,27.5,21.5,22,20.5,21,21,20,25,24,21,21,23.5,24,22,18.5,20,21,22.5,24.5,21.5,29.5,26,26,24,22.5,21.5,22,23.5,24.5,21,26,21.5,23,22,23.5,26.5,22,22.5,20,20,20.5,21.5,20.5,21,24,21.5,19.5,19,25.5,22,18,17.5,23,25,26.5,26.5,19,19.5,21.5,21,23.5,25.5,24,26,24,21,19.5,21,20,22,20.5,19.5,18,18,21.5,25.5,20,19.5,27,22.5,23,24.5,28,23,22.5,21.5,19,18.5,28.5,27.5,23,21.5,24,27.5,20.5,23,20.5,19.5,24.5,21,20.5,17.5,19,19,18.5,24,20.5,21.5,24.5,28.5,23.5,23.5,20.5,21,21,20.5,27,30,24,24,19.5,20.5,24,26,24.5,25,21,22,23.5,25.5,24.5,21.5,24,22,17,18.5,28.5,23,23,23,20.5,22,23,25,20,21,20.5,23,24.5,23.5,22,21,20.5,20,22,23,28.5,23.5,23.5,23.5
2024-03-12 13:45:00,22.5,21,22,21,21,23,24,23.5,21.5,21.5,21.5,24.5,24,23.5,21.5,25,19.5,20,20,23.5,24,22,23.5,24.5,24,24.5,33,30,21.5,20.5,23.5,24.5,31,27.5,21,24,23.5,23.5,22.5,26.5,22,22.5,21,22.5,22,20.5,27.5,23.5,21.5,21.5,23,23.5,22,18.5,20,21,22,24,21,29.5,27,26,24,23.5,23,22,24,28.5,23,25,21,24,23.5,23,26.5,22,23,21,21,20,21.5,21,22,24,21.5,19.5,19.5,25,21.5,18,17.5,24,25,27.5,25,19,19,21.5,21,24,25.5,24,27,23,20.5,20,21,20,21.5,20.5,19.5,17.5,18,21,24.5,20.5,19.5,27,22,23,27,26.5,24,25,22.5,19,18.5,30,29,23,21,24,27,21,22.5,19.5,19,24,20.5,20.5,18,19,19,18,22,20.5,21.5,24.5,28.5,24,24,21,20.5,21,20.5,23.5,28,24,24.5,20,21,24,27,25,26,20,21.5,25,25.5,25,21.5,24,22.5,17,18,28,23.5,23,22.5,23,23.5,21,24,19.5,20,21.5,23.5,26,24.5,23,22,20.5,20,26.5,23.5,27,22.5,23.5,23.5
2024-03-12 13:50:00,23,21,22,21,21,23,24,23.5,22,22.5,20,23.5,24,24,20.5,23.5,19.5,19.5,20,22.5,23,22,22,24,23,26,32,31,21,21,25.5,24.5,31,28,21,24,23.5,23.5,22.5,26,21.5,22.5,21.5,23.5,21.5,20.5,29,23,21,20.5,23,23.5,22,18.5,19.5,21,21.5,23.5,21,30,26.5,25,23,25,23.5,23,24.5,28.5,25,24,21.5,25.5,23.5,23,25.5,23,24,21.5,21,19.5,21,20,22,23.5,21,18.5,19,23.5,21,17.5,17,25,22.5,26.5,24,20,19.5,21,20.5,24.5,25.5,24.5,28,22.5,22,19.5,21,20,21.5,20.5,18.5,17.5,18,20.5,23.5,21.5,20.5,26,21.5,22.5,26,26,23.5,24,23,19,18.5,30,27.5,22.5,21.5,24,26.5,21,22.5,19,18.5,23.5,20.5,21,18.5,19,19,18,21,21,21.5,23.5,27.5,24,24,21,20,21,19.5,22,26,24.5,24.5,19.5,21.5,23.5,27,25,27,19.5,20.5,22,25,24.5,20.5,24,22.5,17,18,27,21.5,23,22.5,22.5,24.5,20,22.5,19,19,21,24,25.5,23.5,23.5,22,20.5,20.5,27,25,26,22,23.5,23.5
2024-03-12 13:55:00,23,21,22.5,21,21,22.5,24,23.5,22.5,23,20,23,24,24,20.5,22.5,19,19.5,20.5,22.5,24,24.5,23,23,22,25.5,28.5,31,23.5,23,28,26,29,28.5,21,24,24,24,23.5,26.5,22,23,22.5,27,21.5,20.5,28.5,23,22,21,22,23.5,22,18.5,19.5,21.5,22,23.5,21,30,26.5,25,24,25.5,23,23,25.5,30,26.5,24,21.5,26,23.5,22,25,22.5,24.5,21.5,20.5,20,20.5,19,21.5,24,22,19,19,22.5,21,18,17,24.5,24,26,23.5,19,19.5,21.5,21.5,25.5,26.5,26,29.5,23.5,21.5,19,20.5,20,21,20,18.5,17.5,18,21.5,23.5,22,23.5,25,21.5,22,24.5,26,23.5,22,22.5,19,18.5,29,23.5,22.5,21.5,22.5,25.5,20.5,22.5,19,18.5,24,20.5,21,18,19,19,18,21,20.5,22,24,28,24,24,21,20.5,20.5,19,21.5,24.5,26.5,26,20,21,24.5,27.5,23.5,27,20,20.5,24,24,24,20.5,24,21,18,18.5,27,22.5,22.5,21.5,21.5,24,23,22.5,19,18.5,20.5,23.5,26,24.5,24,22,20.5,20,26.5,25.5,25.5,22.5,23.5,23.5
2024-03-12 14:00:00,22.5,20,22.5,21,20.5,22.5,24,23.5,22.5,21.5,20,22.5,24,24,20.5,21.5,19.5,19.5,19.5,22,25,26,23.5,22.5,21.5,25.5,25.5,29,25,23.5,27,27.5,24,27,20.5,24,24,24,23.5,27,22,23.5,23.5,25.5,22.5,21.5,28,24,22.5,22,22.5,23,21.5,18,19.5,22,22,23.5,21,30.5,26.5,24,22,24.5,21.5,24,26.5,29.5,27,24.5,22,25,21.5,21,24,22.5,25,21.5,19.5,19.5,20.5,19,21,25.5,22.5,19,18.5,22,21,17.5,17,24,23.5,26,24.5,19.5,19.5,22,21,25.5,27,24.5,29.5,23.5,22,19,20.5,19.5,21,20,18.5,17.5,18,22,24.5,23.5,26.5,25,22,23.5,24,26.5,25,23,22,19,18.5,26,23,22.5,21,22.5,24.5,20,22,18.5,18.5,23,19,20.5,18,19,19,17.5,20.5,20.5,22,24,28.5,24,24,21,20,19.5,18.5,22.5,24.5,27,27,20,21.5,24,28.5,22.5,26,20,20.5,25.5,24,23.5,20.5,23,22,18,18.5,27.5,23.5,22.5,21.5,22,24,23.5,23.5,19,18.5,21,23.5,27.5,25.5,24.5,21.5,20,20,23.5,25.5,25,22,23.5,23.5
