strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
120800041009,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041010,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800041107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050207,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050307,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050506,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050507,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050508,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050509,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050604,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800050605,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060506,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060507,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060508,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060509,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060604,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060701,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060702,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060703,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060704,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060705,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060801,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060802,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060803,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060804,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060805,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800060806,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800070207,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080109,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080110,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080207,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080307,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080308,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080407,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080408,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120800080409,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010307,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010308,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901010505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020407,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020408,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020506,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020507,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020508,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901020509,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030701,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030702,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030703,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030704,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030705,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030706,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030801,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030802,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030803,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030804,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030901,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030902,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030903,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030904,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030905,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030906,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030907,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030908,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901030909,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031001,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031002,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031003,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031004,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031005,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031006,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901031105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040207,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040407,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040408,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040506,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040507,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040508,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040509,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901040510,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901050101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901050102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901050103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
