strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
070300020402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300020403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300020404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300020405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300020406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300020407,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030109,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030110,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300030604,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040109,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040701,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040702,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040703,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040801,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040802,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040803,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300040804,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050207,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050406,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050407,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050408,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050604,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050605,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050701,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050702,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050703,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050704,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050705,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050706,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050707,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050708,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050801,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050802,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050803,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050804,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050805,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050806,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050807,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050808,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050809,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050901,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050902,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050903,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050904,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050905,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050906,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050907,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300050908,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051001,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051002,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051003,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051004,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051005,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051006,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051007,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051008,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070300051206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010206,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010207,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010208,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010209,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010210,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010506,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010507,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010701,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010702,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010703,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010704,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400010705,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020109,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020307,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020308,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020309,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020310,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020604,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020605,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020701,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020702,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020703,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020801,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020802,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020803,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020901,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020902,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020903,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020904,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400020905,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030307,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030308,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030309,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030310,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030601,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030602,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030603,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030604,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030605,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030606,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030607,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030608,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030609,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400030610,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040101,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040102,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040103,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040104,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040105,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040106,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040107,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040108,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040109,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040110,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040201,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040202,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040203,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040204,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040205,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040301,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040302,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040303,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040304,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040305,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040306,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040307,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040401,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040402,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040403,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040404,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040405,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040501,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040502,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040503,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040504,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040505,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040506,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040507,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040508,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040509,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040510,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040511,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070400040512,mNADEx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
