"","tmp_iid","cap_num","tot_caps","siteID","plotID","tagID","year","eventID","date","prev_cap_days","ecap","taxonID","sex_male","sex_mature","weight","male_prop","mature_prop","PELE_prop","weight_sd"
"192",7470,20,25,"HARV","HARV_023","D01.R4068",2021,"HARV.2021.35",2021-09-04,2,"Y","PEMA",0,1,NA,0,0.76,0.36,6.72
"193",7470,21,25,"HARV","HARV_023","D01.R4068",2021,"HARV.2021.39",2021-10-02,28,"Y","PEMA",0,1,29,0,0.76,0.36,6.72
"194",7470,22,25,"HARV","HARV_023","D01.R4068",2022,"HARV.2022.17",2022-04-28,208,"Y","PELE",0,1,33,0,0.76,0.36,6.72
"195",7470,23,25,"HARV","HARV_023","D01.R4068",2022,"HARV.2022.25",2022-06-21,54,"Y","PELE",0,1,30,0,0.76,0.36,6.72
"196",7470,24,25,"HARV","HARV_023","D01.R4068",2022,"HARV.2022.25",2022-06-23,2,"Y","PELE",0,1,30,0,0.76,0.36,6.72
"197",7470,25,25,"HARV","HARV_023","D01.R4068",2022,"HARV.2022.30",2022-07-26,33,"Y","PELEPEMA",0,1,30,0,0.76,0.36,6.72
"198",11166,1,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.16",2015-04-17,NA,"N","PELE",1,1,25,1,0.12,0.84,2.82
"199",11166,2,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.20",2015-05-13,26,"Y","PEMA",1,0,22,1,0.12,0.84,2.82
"200",11166,3,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.20",2015-05-14,1,"Y","PEMA",1,0,21,1,0.12,0.84,2.82
"201",11166,4,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.20",2015-05-15,1,"Y","PELE",1,0,22,1,0.12,0.84,2.82
"202",11166,5,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.25",2015-06-17,33,"Y","PELE",1,0,21,1,0.12,0.84,2.82
"203",11166,6,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.25",2015-06-18,1,"Y","PELE",1,0,21,1,0.12,0.84,2.82
"204",11166,7,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.25",2015-06-19,1,"Y","PELE",1,0,23,1,0.12,0.84,2.82
"205",11166,8,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.30",2015-07-22,33,"Y","PELE",1,0,14,1,0.12,0.84,2.82
"206",11166,9,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.30",2015-07-23,1,"Y","PELE",1,0,25,1,0.12,0.84,2.82
"207",11166,10,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.30",2015-07-24,1,"Y","PELE",1,0,24,1,0.12,0.84,2.82
"208",11166,11,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.33",2015-08-12,19,"Y","PELE",1,0,23,1,0.12,0.84,2.82
"209",11166,12,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.33",2015-08-13,1,"Y","PELE",1,0,24,1,0.12,0.84,2.82
"210",11166,13,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.37",2015-09-09,27,"Y","PELE",1,0,25,1,0.12,0.84,2.82
"211",11166,14,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.37",2015-09-10,1,"Y","PELE",1,1,25,1,0.12,0.84,2.82
"212",11166,15,25,"ORNL","ORNL_003","D07.R1151",2015,"ORNL.2015.37",2015-09-11,1,"Y","PELE",1,1,26,1,0.12,0.84,2.82
"213",11166,16,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.14",2016-04-06,208,"Y","PELE",1,0,25,1,0.12,0.84,2.82
"214",11166,17,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.14",2016-04-07,1,"Y","PELE",1,0,25,1,0.12,0.84,2.82
"215",11166,18,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.14",2016-04-08,1,"Y","PELE",1,0,23,1,0.12,0.84,2.82
"216",11166,19,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.18",2016-05-04,26,"Y","PELE",1,0,24,1,0.12,0.84,2.82
"217",11166,20,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.22",2016-06-01,28,"Y","PEMA",1,0,25,1,0.12,0.84,2.82
"218",11166,21,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.22",2016-06-02,1,"Y","PEMA",1,0,23,1,0.12,0.84,2.82
"219",11166,22,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.27",2016-07-07,35,"Y","PELE",1,0,25,1,0.12,0.84,2.82
"220",11166,23,25,"ORNL","ORNL_003","D07.R1151",2016,"ORNL.2016.27",2016-07-08,1,"Y","PELE",1,0,28,1,0.12,0.84,2.82
"221",11166,24,25,"ORNL","ORNL_003","D07.R1151",2017,"ORNL.2017.21",2017-05-25,321,"Y","PELE",1,0,27,1,0.12,0.84,2.82
"222",11166,25,25,"ORNL","ORNL_003","D07.R1151",2017,"ORNL.2017.21",2017-05-26,1,"Y","PELE",1,0,28,1,0.12,0.84,2.82
"223",10812,1,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.25",2015-06-17,NA,"N","PELE",1,0,15,1,0.17,1,2.61
"224",10812,2,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.25",2015-06-18,1,"Y","PELE",1,0,17,1,0.17,1,2.61
"225",10812,3,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.25",2015-06-19,1,"Y","PELE",1,0,16,1,0.17,1,2.61
"226",10812,4,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.30",2015-07-22,33,"Y","PELE",1,0,17,1,0.17,1,2.61
"227",10812,5,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.30",2015-07-23,1,"Y","PELE",1,0,19,1,0.17,1,2.61
"228",10812,6,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.30",2015-07-24,1,"Y","PELE",1,0,17,1,0.17,1,2.61
"229",10812,7,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.33",2015-08-12,19,"Y","PELE",1,0,17,1,0.17,1,2.61
"230",10812,8,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.33",2015-08-13,1,"Y","PELE",1,0,15,1,0.17,1,2.61
"231",10812,9,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.33",2015-08-14,1,"Y","PELE",1,0,16,1,0.17,1,2.61
"232",10812,10,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.37",2015-09-09,26,"Y","PELE",1,1,18,1,0.17,1,2.61
"233",10812,11,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.37",2015-09-10,1,"Y","PELE",1,1,18,1,0.17,1,2.61
"234",10812,12,24,"ORNL","ORNL_002","D07.R1248",2015,"ORNL.2015.37",2015-09-11,1,"Y","PELE",1,1,19,1,0.17,1,2.61
"235",10812,13,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.14",2016-04-07,209,"Y","PELE",1,0,20,1,0.17,1,2.61
"236",10812,14,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.18",2016-05-04,27,"Y","PELE",1,1,21,1,0.17,1,2.61
"237",10812,15,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.18",2016-05-05,1,"Y","PELE",1,0,19,1,0.17,1,2.61
"238",10812,16,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.22",2016-06-01,27,"Y","PELE",1,0,20,1,0.17,1,2.61
"239",10812,17,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.22",2016-06-02,1,"Y","PELE",1,0,18,1,0.17,1,2.61
"240",10812,18,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.22",2016-06-03,1,"Y","PELE",1,0,16,1,0.17,1,2.61
"241",10812,19,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.27",2016-07-06,33,"Y","PELE",1,0,26,1,0.17,1,2.61
"242",10812,20,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.27",2016-07-07,1,"Y","PELE",1,0,22,1,0.17,1,2.61
"243",10812,21,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.27",2016-07-08,1,"Y","PELE",1,0,21,1,0.17,1,2.61
"244",10812,22,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.30",2016-07-26,18,"Y","PELE",1,0,22,1,0.17,1,2.61
"245",10812,23,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.30",2016-07-27,1,"Y","PELE",1,0,21,1,0.17,1,2.61
"246",10812,24,24,"ORNL","ORNL_002","D07.R1248",2016,"ORNL.2016.30",2016-07-28,1,"Y","PELE",1,0,19,1,0.17,1,2.61
"247",13812,1,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.32",2018-08-08,NA,"N","PELE",0,1,17,0,0.86,1,3.38
"248",13812,2,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.32",2018-08-09,1,"Y","PELE",0,1,19,0,0.86,1,3.38
"249",13812,3,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.36",2018-09-05,27,"Y","PELE",0,1,21,0,0.86,1,3.38
"250",13812,4,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.36",2018-09-06,1,"Y","PELE",0,1,22,0,0.86,1,3.38
"251",13812,5,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.36",2018-09-07,1,"Y","PELE",0,0,20,0,0.86,1,3.38
"252",13812,6,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.40",2018-10-02,25,"Y","PELE",0,1,21,0,0.86,1,3.38
"253",13812,7,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.40",2018-10-03,1,"Y","PELE",0,1,21,0,0.86,1,3.38
"254",13812,8,22,"SCBI","SCBI_008","D02.R3216",2018,"SCBI.2018.40",2018-10-04,1,"Y","PELE",0,1,17,0,0.86,1,3.38
"255",13812,9,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.18",2019-04-30,208,"Y","PELE",0,1,20,0,0.86,1,3.38
"256",13812,10,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.18",2019-05-01,1,"Y","PELE",0,1,21,0,0.86,1,3.38
"257",13812,11,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.18",2019-05-02,1,"Y","PELE",0,1,21,0,0.86,1,3.38
"258",13812,12,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.22",2019-05-29,27,"Y","PELE",0,1,23,0,0.86,1,3.38
"259",13812,13,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.22",2019-05-30,1,"Y","PELE",0,1,22,0,0.86,1,3.38
"260",13812,14,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.22",2019-05-31,1,"Y","PELE",0,1,25,0,0.86,1,3.38
"261",13812,15,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.26",2019-06-25,25,"Y","PELE",0,1,24,0,0.86,1,3.38
"262",13812,16,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.26",2019-06-26,1,"Y","PELE",0,1,22,0,0.86,1,3.38
"263",13812,17,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.34",2019-08-22,57,"Y","PELE",0,1,32,0,0.86,1,3.38
"264",13812,18,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.34",2019-08-23,1,"Y","PELE",0,1,26,0,0.86,1,3.38
"265",13812,19,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.39",2019-09-24,32,"Y","PELE",0,1,26,0,0.86,1,3.38
"266",13812,20,22,"SCBI","SCBI_008","D02.R3216",2019,"SCBI.2019.39",2019-09-25,1,"Y","PELE",0,1,25,0,0.86,1,3.38
"267",13812,21,22,"SCBI","SCBI_008","D02.R3216",2020,"SCBI.2020.12",2020-03-17,174,"Y","PELE",0,0,25,0,0.86,1,3.38
"268",13812,22,22,"SCBI","SCBI_008","D02.R3216",2020,"SCBI.2020.12",2020-03-18,1,"Y","PELE",0,0,25,0,0.86,1,3.38
